Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
India,1995,10121,1083.0,61257.0,26.62,soybeans
India,1995,10121,1083.0,61257.0,27.24,soybeans
India,1995,10121,1083.0,61257.0,25.5,soybeans
India,1995,10121,1083.0,61257.0,26.13,soybeans
India,1995,10121,1083.0,61257.0,25.55,soybeans
India,1995,10121,1083.0,61257.0,24.04,soybeans
India,1995,10121,1083.0,61257.0,26.04,soybeans
India,1995,10121,1083.0,61257.0,25.92,soybeans
India,1995,10121,1083.0,61257.0,25.76,soybeans
India,1995,10121,1083.0,61257.0,25.24,soybeans
India,1995,10121,1083.0,61257.0,26.72,soybeans
India,1995,10121,1083.0,61257.0,24.64,soybeans
India,1995,10121,1083.0,61257.0,27.03,soybeans
India,1995,10121,1083.0,61257.0,27.03,soybeans
India,1995,10121,1083.0,61257.0,26.01,soybeans
India,1995,80643,1083.0,61257.0,25.86,sweet potatoes
India,1995,80643,1083.0,61257.0,27.2,sweet potatoes
India,1995,80643,1083.0,61257.0,26.15,sweet potatoes
India,1995,80643,1083.0,61257.0,24.04,sweet potatoes
India,1995,80643,1083.0,61257.0,25.44,sweet potatoes
India,1995,80643,1083.0,61257.0,25.73,sweet potatoes
India,1995,80643,1083.0,61257.0,25.92,sweet potatoes
India,1995,80643,1083.0,61257.0,26.62,sweet potatoes
India,1995,80643,1083.0,61257.0,27.24,sweet potatoes
India,1995,80643,1083.0,61257.0,25.5,sweet potatoes
India,1995,80643,1083.0,61257.0,26.13,sweet potatoes
India,1995,80643,1083.0,61257.0,25.55,sweet potatoes
India,1995,80643,1083.0,61257.0,24.04,sweet potatoes
India,1995,80643,1083.0,61257.0,26.04,sweet potatoes
India,1995,80643,1083.0,61257.0,25.92,sweet potatoes
India,1995,80643,1083.0,61257.0,25.76,sweet potatoes
India,1995,80643,1083.0,61257.0,25.24,sweet potatoes
India,1995,80643,1083.0,61257.0,26.72,sweet potatoes
India,1995,80643,1083.0,61257.0,24.64,sweet potatoes
India,1995,80643,1083.0,61257.0,27.03,sweet potatoes
India,1995,80643,1083.0,61257.0,27.03,sweet potatoes
India,1995,80643,1083.0,61257.0,26.01,sweet potatoes
India,1996,238528,1083.0,56114.0,25.63,cassava
India,1996,238528,1083.0,56114.0,27.06,cassava
India,1996,238528,1083.0,56114.0,26.1,cassava
India,1996,238528,1083.0,56114.0,23.81,cassava
India,1996,238528,1083.0,56114.0,25.41,cassava
India,1996,238528,1083.0,56114.0,25.9,cassava
India,1996,238528,1083.0,56114.0,25.55,cassava
India,1996,238528,1083.0,56114.0,26.65,cassava
India,1996,238528,1083.0,56114.0,27.37,cassava
India,1996,238528,1083.0,56114.0,25.55,cassava
India,1996,238528,1083.0,56114.0,25.79,cassava
India,1996,238528,1083.0,56114.0,25.31,cassava
India,1996,238528,1083.0,56114.0,23.81,cassava
India,1996,238528,1083.0,56114.0,26.46,cassava
India,1996,238528,1083.0,56114.0,25.55,cassava
India,1996,238528,1083.0,56114.0,25.75,cassava
India,1996,238528,1083.0,56114.0,25.34,cassava
India,1996,238528,1083.0,56114.0,26.64,cassava
India,1996,238528,1083.0,56114.0,24.78,cassava
India,1996,238528,1083.0,56114.0,27.01,cassava
India,1996,238528,1083.0,56114.0,27.01,cassava
India,1996,238528,1083.0,56114.0,25.99,cassava
India,1996,169913,1083.0,56114.0,25.63,potatoes
India,1996,169913,1083.0,56114.0,27.06,potatoes
India,1996,169913,1083.0,56114.0,26.1,potatoes
India,1996,169913,1083.0,56114.0,23.81,potatoes
India,1996,169913,1083.0,56114.0,25.41,potatoes
India,1996,169913,1083.0,56114.0,25.9,potatoes
India,1996,169913,1083.0,56114.0,25.55,potatoes
India,1996,169913,1083.0,56114.0,26.65,potatoes
India,1996,169913,1083.0,56114.0,27.37,potatoes
India,1996,169913,1083.0,56114.0,25.55,potatoes
India,1996,169913,1083.0,56114.0,25.79,potatoes
India,1996,169913,1083.0,56114.0,25.31,potatoes
India,1996,169913,1083.0,56114.0,23.81,potatoes
India,1996,169913,1083.0,56114.0,26.46,potatoes
India,1996,169913,1083.0,56114.0,25.55,potatoes
India,1996,169913,1083.0,56114.0,25.75,potatoes
India,1996,169913,1083.0,56114.0,25.34,potatoes
India,1996,169913,1083.0,56114.0,26.64,potatoes
India,1996,169913,1083.0,56114.0,24.78,potatoes
India,1996,169913,1083.0,56114.0,27.01,potatoes
India,1996,169913,1083.0,56114.0,27.01,potatoes
India,1996,169913,1083.0,56114.0,25.99,potatoes
India,1996,10319,1083.0,56114.0,25.63,soybeans
India,1996,10319,1083.0,56114.0,27.06,soybeans
India,1996,10319,1083.0,56114.0,26.1,soybeans
India,1996,10319,1083.0,56114.0,23.81,soybeans
India,1996,10319,1083.0,56114.0,25.41,soybeans
India,1996,10319,1083.0,56114.0,25.9,soybeans
India,1996,10319,1083.0,56114.0,25.55,soybeans
India,1996,10319,1083.0,56114.0,26.65,soybeans
India,1996,10319,1083.0,56114.0,27.37,soybeans
India,1996,10319,1083.0,56114.0,25.55,soybeans
India,1996,10319,1083.0,56114.0,25.79,soybeans
India,1996,10319,1083.0,56114.0,25.31,soybeans
India,1996,10319,1083.0,56114.0,23.81,soybeans
India,1996,10319,1083.0,56114.0,26.46,soybeans
India,1996,10319,1083.0,56114.0,25.55,soybeans
India,1996,10319,1083.0,56114.0,25.75,soybeans
India,1996,10319,1083.0,56114.0,25.34,soybeans
India,1996,10319,1083.0,56114.0,26.64,soybeans
India,1996,10319,1083.0,56114.0,24.78,soybeans
India,1996,10319,1083.0,56114.0,27.01,soybeans
India,1996,10319,1083.0,56114.0,27.01,soybeans
India,1996,10319,1083.0,56114.0,25.99,soybeans
India,1996,80716,1083.0,56114.0,25.63,sweet potatoes
India,1996,80716,1083.0,56114.0,27.06,sweet potatoes
India,1996,80716,1083.0,56114.0,26.1,sweet potatoes
India,1996,80716,1083.0,56114.0,23.81,sweet potatoes
India,1996,80716,1083.0,56114.0,25.41,sweet potatoes
India,1996,80716,1083.0,56114.0,25.9,sweet potatoes
India,1996,80716,1083.0,56114.0,25.55,sweet potatoes
India,1996,80716,1083.0,56114.0,26.65,sweet potatoes
India,1996,80716,1083.0,56114.0,27.37,sweet potatoes
India,1996,80716,1083.0,56114.0,25.55,sweet potatoes
India,1996,80716,1083.0,56114.0,25.79,sweet potatoes
India,1996,80716,1083.0,56114.0,25.31,sweet potatoes
India,1996,80716,1083.0,56114.0,23.81,sweet potatoes
India,1996,80716,1083.0,56114.0,26.46,sweet potatoes
India,1996,80716,1083.0,56114.0,25.55,sweet potatoes
India,1996,80716,1083.0,56114.0,25.75,sweet potatoes
India,1996,80716,1083.0,56114.0,25.34,sweet potatoes
India,1996,80716,1083.0,56114.0,26.64,sweet potatoes
India,1996,80716,1083.0,56114.0,24.78,sweet potatoes
India,1996,80716,1083.0,56114.0,27.01,sweet potatoes
India,1996,80716,1083.0,56114.0,27.01,sweet potatoes
India,1996,80716,1083.0,56114.0,25.99,sweet potatoes
India,1997,221117,1083.0,52279.0,24.92,cassava
India,1997,221117,1083.0,52279.0,26.45,cassava
India,1997,221117,1083.0,52279.0,25.58,cassava
India,1997,221117,1083.0,52279.0,23.26,cassava
India,1997,221117,1083.0,52279.0,25.68,cassava
India,1997,221117,1083.0,52279.0,25.09,cassava
India,1997,221117,1083.0,52279.0,24.71,cassava
India,1997,221117,1083.0,52279.0,26.19,cassava
India,1997,221117,1083.0,52279.0,27.47,cassava
India,1997,221117,1083.0,52279.0,24.77,cassava
India,1997,221117,1083.0,52279.0,24.83,cassava
India,1997,221117,1083.0,52279.0,24.71,cassava
India,1997,221117,1083.0,52279.0,23.26,cassava
India,1997,221117,1083.0,52279.0,25.75,cassava
India,1997,221117,1083.0,52279.0,24.71,cassava
India,1997,221117,1083.0,52279.0,25.46,cassava
India,1997,221117,1083.0,52279.0,25.21,cassava
India,1997,221117,1083.0,52279.0,26.38,cassava
India,1997,221117,1083.0,52279.0,24.55,cassava
India,1997,221117,1083.0,52279.0,26.53,cassava
India,1997,221117,1083.0,52279.0,26.53,cassava
India,1997,221117,1083.0,52279.0,25.58,cassava
India,1997,193913,1083.0,52279.0,24.92,potatoes
India,1997,193913,1083.0,52279.0,26.45,potatoes
India,1997,193913,1083.0,52279.0,25.58,potatoes
India,1997,193913,1083.0,52279.0,23.26,potatoes
India,1997,193913,1083.0,52279.0,25.68,potatoes
India,1997,193913,1083.0,52279.0,25.09,potatoes
India,1997,193913,1083.0,52279.0,24.71,potatoes
India,1997,193913,1083.0,52279.0,26.19,potatoes
India,1997,193913,1083.0,52279.0,27.47,potatoes
India,1997,193913,1083.0,52279.0,24.77,potatoes
India,1997,193913,1083.0,52279.0,24.83,potatoes
India,1997,193913,1083.0,52279.0,24.71,potatoes
India,1997,193913,1083.0,52279.0,23.26,potatoes
India,1997,193913,1083.0,52279.0,25.75,potatoes
India,1997,193913,1083.0,52279.0,24.71,potatoes
India,1997,193913,1083.0,52279.0,25.46,potatoes
India,1997,193913,1083.0,52279.0,25.21,potatoes
India,1997,193913,1083.0,52279.0,26.38,potatoes
India,1997,193913,1083.0,52279.0,24.55,potatoes
India,1997,193913,1083.0,52279.0,26.53,potatoes
India,1997,193913,1083.0,52279.0,26.53,potatoes
India,1997,193913,1083.0,52279.0,25.58,potatoes
India,1997,10789,1083.0,52279.0,24.92,soybeans
India,1997,10789,1083.0,52279.0,26.45,soybeans
India,1997,10789,1083.0,52279.0,25.58,soybeans
India,1997,10789,1083.0,52279.0,23.26,soybeans
India,1997,10789,1083.0,52279.0,25.68,soybeans
India,1997,10789,1083.0,52279.0,25.09,soybeans
India,1997,10789,1083.0,52279.0,24.71,soybeans
India,1997,10789,1083.0,52279.0,26.19,soybeans
India,1997,10789,1083.0,52279.0,27.47,soybeans
India,1997,10789,1083.0,52279.0,24.77,soybeans
India,1997,10789,1083.0,52279.0,24.83,soybeans
India,1997,10789,1083.0,52279.0,24.71,soybeans
India,1997,10789,1083.0,52279.0,23.26,soybeans
India,1997,10789,1083.0,52279.0,25.75,soybeans
India,1997,10789,1083.0,52279.0,24.71,soybeans
India,1997,10789,1083.0,52279.0,25.46,soybeans
India,1997,10789,1083.0,52279.0,25.21,soybeans
India,1997,10789,1083.0,52279.0,26.38,soybeans
India,1997,10789,1083.0,52279.0,24.55,soybeans
India,1997,10789,1083.0,52279.0,26.53,soybeans
India,1997,10789,1083.0,52279.0,26.53,soybeans
India,1997,10789,1083.0,52279.0,25.58,soybeans
India,1997,84850,1083.0,52279.0,24.92,sweet potatoes
India,1997,84850,1083.0,52279.0,26.45,sweet potatoes
India,1997,84850,1083.0,52279.0,25.58,sweet potatoes
India,1997,84850,1083.0,52279.0,23.26,sweet potatoes
India,1997,84850,1083.0,52279.0,25.68,sweet potatoes
India,1997,84850,1083.0,52279.0,25.09,sweet potatoes
India,1997,84850,1083.0,52279.0,24.71,sweet potatoes
India,1997,84850,1083.0,52279.0,26.19,sweet potatoes
India,1997,84850,1083.0,52279.0,27.47,sweet potatoes
India,1997,84850,1083.0,52279.0,24.77,sweet potatoes
India,1997,84850,1083.0,52279.0,24.83,sweet potatoes
India,1997,84850,1083.0,52279.0,24.71,sweet potatoes
India,1997,84850,1083.0,52279.0,23.26,sweet potatoes
India,1997,84850,1083.0,52279.0,25.75,sweet potatoes
India,1997,84850,1083.0,52279.0,24.71,sweet potatoes
India,1997,84850,1083.0,52279.0,25.46,sweet potatoes
India,1997,84850,1083.0,52279.0,25.21,sweet potatoes
India,1997,84850,1083.0,52279.0,26.38,sweet potatoes
India,1997,84850,1083.0,52279.0,24.55,sweet potatoes
India,1997,84850,1083.0,52279.0,26.53,sweet potatoes
India,1997,84850,1083.0,52279.0,26.53,sweet potatoes
India,1997,84850,1083.0,52279.0,25.58,sweet potatoes
India,1998,252815,1083.0,49157.0,25.91,cassava
India,1998,252815,1083.0,49157.0,27.48,cassava
India,1998,252815,1083.0,49157.0,26.35,cassava
India,1998,252815,1083.0,49157.0,24.34,cassava
India,1998,252815,1083.0,49157.0,26.01,cassava
India,1998,252815,1083.0,49157.0,26.12,cassava
India,1998,252815,1083.0,49157.0,25.77,cassava
India,1998,252815,1083.0,49157.0,26.69,cassava
India,1998,252815,1083.0,49157.0,27.87,cassava
India,1998,252815,1083.0,49157.0,25.87,cassava
India,1998,252815,1083.0,49157.0,26.27,cassava
India,1998,252815,1083.0,49157.0,25.46,cassava
India,1998,252815,1083.0,49157.0,24.34,cassava
India,1998,252815,1083.0,49157.0,26.4,cassava
India,1998,252815,1083.0,49157.0,25.77,cassava
India,1998,252815,1083.0,49157.0,25.87,cassava
India,1998,252815,1083.0,49157.0,25.55,cassava
India,1998,252815,1083.0,49157.0,27.09,cassava
India,1998,252815,1083.0,49157.0,24.84,cassava
India,1998,252815,1083.0,49157.0,27.32,cassava
India,1998,252815,1083.0,49157.0,27.32,cassava
India,1998,252815,1083.0,49157.0,26.12,cassava
India,1998,146020,1083.0,49157.0,25.91,potatoes
India,1998,146020,1083.0,49157.0,27.48,potatoes
India,1998,146020,1083.0,49157.0,26.35,potatoes
India,1998,146020,1083.0,49157.0,24.34,potatoes
India,1998,146020,1083.0,49157.0,26.01,potatoes
India,1998,146020,1083.0,49157.0,26.12,potatoes
India,1998,146020,1083.0,49157.0,25.77,potatoes
India,1998,146020,1083.0,49157.0,26.69,potatoes
India,1998,146020,1083.0,49157.0,27.87,potatoes
India,1998,146020,1083.0,49157.0,25.87,potatoes
India,1998,146020,1083.0,49157.0,26.27,potatoes
India,1998,146020,1083.0,49157.0,25.46,potatoes
India,1998,146020,1083.0,49157.0,24.34,potatoes
India,1998,146020,1083.0,49157.0,26.4,potatoes
India,1998,146020,1083.0,49157.0,25.77,potatoes
India,1998,146020,1083.0,49157.0,25.87,potatoes
India,1998,146020,1083.0,49157.0,25.55,potatoes
India,1998,146020,1083.0,49157.0,27.09,potatoes
India,1998,146020,1083.0,49157.0,24.84,potatoes
India,1998,146020,1083.0,49157.0,27.32,potatoes
India,1998,146020,1083.0,49157.0,27.32,potatoes
India,1998,146020,1083.0,49157.0,26.12,potatoes
India,1998,11001,1083.0,49157.0,25.91,soybeans
India,1998,11001,1083.0,49157.0,27.48,soybeans
India,1998,11001,1083.0,49157.0,26.35,soybeans
India,1998,11001,1083.0,49157.0,24.34,soybeans
India,1998,11001,1083.0,49157.0,26.01,soybeans
India,1998,11001,1083.0,49157.0,26.12,soybeans
India,1998,11001,1083.0,49157.0,25.77,soybeans
India,1998,11001,1083.0,49157.0,26.69,soybeans
India,1998,11001,1083.0,49157.0,27.87,soybeans
India,1998,11001,1083.0,49157.0,25.87,soybeans
India,1998,11001,1083.0,49157.0,26.27,soybeans
India,1998,11001,1083.0,49157.0,25.46,soybeans
India,1998,11001,1083.0,49157.0,24.34,soybeans
India,1998,11001,1083.0,49157.0,26.4,soybeans
India,1998,11001,1083.0,49157.0,25.77,soybeans
India,1998,11001,1083.0,49157.0,25.87,soybeans
India,1998,11001,1083.0,49157.0,25.55,soybeans
India,1998,11001,1083.0,49157.0,27.09,soybeans
India,1998,11001,1083.0,49157.0,24.84,soybeans
India,1998,11001,1083.0,49157.0,27.32,soybeans
India,1998,11001,1083.0,49157.0,27.32,soybeans
India,1998,11001,1083.0,49157.0,26.12,soybeans
India,1998,86907,1083.0,49157.0,25.91,sweet potatoes
India,1998,86907,1083.0,49157.0,27.48,sweet potatoes
India,1998,86907,1083.0,49157.0,26.35,sweet potatoes
India,1998,86907,1083.0,49157.0,24.34,sweet potatoes
India,1998,86907,1083.0,49157.0,26.01,sweet potatoes
India,1998,86907,1083.0,49157.0,26.12,sweet potatoes
India,1998,86907,1083.0,49157.0,25.77,sweet potatoes
India,1998,86907,1083.0,49157.0,26.69,sweet potatoes
India,1998,86907,1083.0,49157.0,27.87,sweet potatoes
India,1998,86907,1083.0,49157.0,25.87,sweet potatoes
India,1998,86907,1083.0,49157.0,26.27,sweet potatoes
India,1998,86907,1083.0,49157.0,25.46,sweet potatoes
India,1998,86907,1083.0,49157.0,24.34,sweet potatoes
India,1998,86907,1083.0,49157.0,26.4,sweet potatoes
India,1998,86907,1083.0,49157.0,25.77,sweet potatoes
India,1998,86907,1083.0,49157.0,25.87,sweet potatoes
India,1998,86907,1083.0,49157.0,25.55,sweet potatoes
India,1998,86907,1083.0,49157.0,27.09,sweet potatoes
India,1998,86907,1083.0,49157.0,24.84,sweet potatoes
India,1998,86907,1083.0,49157.0,27.32,sweet potatoes
India,1998,86907,1083.0,49157.0,27.32,sweet potatoes
India,1998,86907,1083.0,49157.0,26.12,sweet potatoes
India,1999,239523,1083.0,46195.0,26.12,cassava
India,1999,239523,1083.0,46195.0,27.21,cassava
India,1999,239523,1083.0,46195.0,26.4,cassava
India,1999,239523,1083.0,46195.0,24.9,cassava
India,1999,239523,1083.0,46195.0,25.29,cassava
India,1999,239523,1083.0,46195.0,25.74,cassava
India,1999,239523,1083.0,46195.0,26.36,cassava
India,1999,239523,1083.0,46195.0,26.86,cassava
India,1999,239523,1083.0,46195.0,27.24,cassava
India,1999,239523,1083.0,46195.0,25.5,cassava
India,1999,239523,1083.0,46195.0,26.42,cassava
India,1999,239523,1083.0,46195.0,25.78,cassava
India,1999,239523,1083.0,46195.0,24.9,cassava
India,1999,239523,1083.0,46195.0,26.06,cassava
India,1999,239523,1083.0,46195.0,26.36,cassava
India,1999,239523,1083.0,46195.0,25.97,cassava
India,1999,239523,1083.0,46195.0,25.1,cassava
India,1999,239523,1083.0,46195.0,26.85,cassava
India,1999,239523,1083.0,46195.0,24.93,cassava
India,1999,239523,1083.0,46195.0,26.96,cassava
India,1999,239523,1083.0,46195.0,26.96,cassava
India,1999,239523,1083.0,46195.0,26.21,cassava
India,1999,175712,1083.0,46195.0,26.12,potatoes
India,1999,175712,1083.0,46195.0,27.21,potatoes
India,1999,175712,1083.0,46195.0,26.4,potatoes
India,1999,175712,1083.0,46195.0,24.9,potatoes
India,1999,175712,1083.0,46195.0,25.29,potatoes
India,1999,175712,1083.0,46195.0,25.74,potatoes
India,1999,175712,1083.0,46195.0,26.36,potatoes
India,1999,175712,1083.0,46195.0,26.86,potatoes
India,1999,175712,1083.0,46195.0,27.24,potatoes
India,1999,175712,1083.0,46195.0,25.5,potatoes
India,1999,175712,1083.0,46195.0,26.42,potatoes
India,1999,175712,1083.0,46195.0,25.78,potatoes
India,1999,175712,1083.0,46195.0,24.9,potatoes
India,1999,175712,1083.0,46195.0,26.06,potatoes
India,1999,175712,1083.0,46195.0,26.36,potatoes
India,1999,175712,1083.0,46195.0,25.97,potatoes
India,1999,175712,1083.0,46195.0,25.1,potatoes
India,1999,175712,1083.0,46195.0,26.85,potatoes
India,1999,175712,1083.0,46195.0,24.93,potatoes
India,1999,175712,1083.0,46195.0,26.96,potatoes
India,1999,175712,1083.0,46195.0,26.96,potatoes
India,1999,175712,1083.0,46195.0,26.21,potatoes
India,1999,11380,1083.0,46195.0,26.12,soybeans
India,1999,11380,1083.0,46195.0,27.21,soybeans
India,1999,11380,1083.0,46195.0,26.4,soybeans
India,1999,11380,1083.0,46195.0,24.9,soybeans
India,1999,11380,1083.0,46195.0,25.29,soybeans
India,1999,11380,1083.0,46195.0,25.74,soybeans
India,1999,11380,1083.0,46195.0,26.36,soybeans
India,1999,11380,1083.0,46195.0,26.86,soybeans
India,1999,11380,1083.0,46195.0,27.24,soybeans
India,1999,11380,1083.0,46195.0,25.5,soybeans
India,1999,11380,1083.0,46195.0,26.42,soybeans
India,1999,11380,1083.0,46195.0,25.78,soybeans
India,1999,11380,1083.0,46195.0,24.9,soybeans
India,1999,11380,1083.0,46195.0,26.06,soybeans
India,1999,11380,1083.0,46195.0,26.36,soybeans
India,1999,11380,1083.0,46195.0,25.97,soybeans
India,1999,11380,1083.0,46195.0,25.1,soybeans
India,1999,11380,1083.0,46195.0,26.85,soybeans
India,1999,11380,1083.0,46195.0,24.93,soybeans
India,1999,11380,1083.0,46195.0,26.96,soybeans
India,1999,11380,1083.0,46195.0,26.96,soybeans
India,1999,11380,1083.0,46195.0,26.21,soybeans
India,1999,85744,1083.0,46195.0,26.12,sweet potatoes
India,1999,85744,1083.0,46195.0,27.21,sweet potatoes
India,1999,85744,1083.0,46195.0,26.4,sweet potatoes
India,1999,85744,1083.0,46195.0,24.9,sweet potatoes
India,1999,85744,1083.0,46195.0,25.29,sweet potatoes
India,1999,85744,1083.0,46195.0,25.74,sweet potatoes
India,1999,85744,1083.0,46195.0,26.36,sweet potatoes
India,1999,85744,1083.0,46195.0,26.86,sweet potatoes
India,1999,85744,1083.0,46195.0,27.24,sweet potatoes
India,1999,85744,1083.0,46195.0,25.5,sweet potatoes
India,1999,85744,1083.0,46195.0,26.42,sweet potatoes
India,1999,85744,1083.0,46195.0,25.78,sweet potatoes
India,1999,85744,1083.0,46195.0,24.9,sweet potatoes
India,1999,85744,1083.0,46195.0,26.06,sweet potatoes
India,1999,85744,1083.0,46195.0,26.36,sweet potatoes
India,1999,85744,1083.0,46195.0,25.97,sweet potatoes
India,1999,85744,1083.0,46195.0,25.1,sweet potatoes
India,1999,85744,1083.0,46195.0,26.85,sweet potatoes
India,1999,85744,1083.0,46195.0,24.93,sweet potatoes
India,1999,85744,1083.0,46195.0,26.96,sweet potatoes
India,1999,85744,1083.0,46195.0,26.96,sweet potatoes
India,1999,85744,1083.0,46195.0,26.21,sweet potatoes
India,2000,269087,1083.0,44957.52,25.98,cassava
India,2000,269087,1083.0,44957.52,27.44,cassava
India,2000,269087,1083.0,44957.52,26.13,cassava
India,2000,269087,1083.0,44957.52,24.57,cassava
India,2000,269087,1083.0,44957.52,25.34,cassava
India,2000,269087,1083.0,44957.52,25.93,cassava
India,2000,269087,1083.0,44957.52,26.05,cassava
India,2000,269087,1083.0,44957.52,26.49,cassava
India,2000,269087,1083.0,44957.52,27.23,cassava
India,2000,269087,1083.0,44957.52,25.62,cassava
India,2000,269087,1083.0,44957.52,26.43,cassava
India,2000,269087,1083.0,44957.52,25.35,cassava
India,2000,269087,1083.0,44957.52,24.57,cassava
India,2000,269087,1083.0,44957.52,26.18,cassava
India,2000,269087,1083.0,44957.52,26.05,cassava
India,2000,269087,1083.0,44957.52,25.58,cassava
India,2000,269087,1083.0,44957.52,25.11,cassava
India,2000,269087,1083.0,44957.52,27.08,cassava
India,2000,269087,1083.0,44957.52,24.69,cassava
India,2000,269087,1083.0,44957.52,27.03,cassava
India,2000,269087,1083.0,44957.52,27.03,cassava
India,2000,269087,1083.0,44957.52,25.93,cassava
India,2000,186443,1083.0,44957.52,25.98,potatoes
India,2000,186443,1083.0,44957.52,27.44,potatoes
India,2000,186443,1083.0,44957.52,26.13,potatoes
India,2000,186443,1083.0,44957.52,24.57,potatoes
India,2000,186443,1083.0,44957.52,25.34,potatoes
India,2000,186443,1083.0,44957.52,25.93,potatoes
India,2000,186443,1083.0,44957.52,26.05,potatoes
India,2000,186443,1083.0,44957.52,26.49,potatoes
India,2000,186443,1083.0,44957.52,27.23,potatoes
India,2000,186443,1083.0,44957.52,25.62,potatoes
India,2000,186443,1083.0,44957.52,26.43,potatoes
India,2000,186443,1083.0,44957.52,25.35,potatoes
India,2000,186443,1083.0,44957.52,24.57,potatoes
India,2000,186443,1083.0,44957.52,26.18,potatoes
India,2000,186443,1083.0,44957.52,26.05,potatoes
India,2000,186443,1083.0,44957.52,25.58,potatoes
India,2000,186443,1083.0,44957.52,25.11,potatoes
India,2000,186443,1083.0,44957.52,27.08,potatoes
India,2000,186443,1083.0,44957.52,24.69,potatoes
India,2000,186443,1083.0,44957.52,27.03,potatoes
India,2000,186443,1083.0,44957.52,27.03,potatoes
India,2000,186443,1083.0,44957.52,25.93,potatoes
India,2000,8222,1083.0,44957.52,25.98,soybeans
India,2000,8222,1083.0,44957.52,27.44,soybeans
India,2000,8222,1083.0,44957.52,26.13,soybeans
India,2000,8222,1083.0,44957.52,24.57,soybeans
India,2000,8222,1083.0,44957.52,25.34,soybeans
India,2000,8222,1083.0,44957.52,25.93,soybeans
India,2000,8222,1083.0,44957.52,26.05,soybeans
India,2000,8222,1083.0,44957.52,26.49,soybeans
India,2000,8222,1083.0,44957.52,27.23,soybeans
India,2000,8222,1083.0,44957.52,25.62,soybeans
India,2000,8222,1083.0,44957.52,26.43,soybeans
India,2000,8222,1083.0,44957.52,25.35,soybeans
India,2000,8222,1083.0,44957.52,24.57,soybeans
India,2000,8222,1083.0,44957.52,26.18,soybeans
India,2000,8222,1083.0,44957.52,26.05,soybeans
India,2000,8222,1083.0,44957.52,25.58,soybeans
India,2000,8222,1083.0,44957.52,25.11,soybeans
India,2000,8222,1083.0,44957.52,27.08,soybeans
India,2000,8222,1083.0,44957.52,24.69,soybeans
India,2000,8222,1083.0,44957.52,27.03,soybeans
India,2000,8222,1083.0,44957.52,27.03,soybeans
India,2000,8222,1083.0,44957.52,25.93,soybeans
India,2000,97421,1083.0,44957.52,25.98,sweet potatoes
India,2000,97421,1083.0,44957.52,27.44,sweet potatoes
India,2000,97421,1083.0,44957.52,26.13,sweet potatoes
India,2000,97421,1083.0,44957.52,24.57,sweet potatoes
India,2000,97421,1083.0,44957.52,25.34,sweet potatoes
India,2000,97421,1083.0,44957.52,25.93,sweet potatoes
India,2000,97421,1083.0,44957.52,26.05,sweet potatoes
India,2000,97421,1083.0,44957.52,26.49,sweet potatoes
India,2000,97421,1083.0,44957.52,27.23,sweet potatoes
India,2000,97421,1083.0,44957.52,25.62,sweet potatoes
India,2000,97421,1083.0,44957.52,26.43,sweet potatoes
India,2000,97421,1083.0,44957.52,25.35,sweet potatoes
India,2000,97421,1083.0,44957.52,24.57,sweet potatoes
India,2000,97421,1083.0,44957.52,26.18,sweet potatoes
India,2000,97421,1083.0,44957.52,26.05,sweet potatoes
India,2000,97421,1083.0,44957.52,25.58,sweet potatoes
India,2000,97421,1083.0,44957.52,25.11,sweet potatoes
India,2000,97421,1083.0,44957.52,27.08,sweet potatoes
India,2000,97421,1083.0,44957.52,24.69,sweet potatoes
India,2000,97421,1083.0,44957.52,27.03,sweet potatoes
India,2000,97421,1083.0,44957.52,27.03,sweet potatoes
India,2000,97421,1083.0,44957.52,25.93,sweet potatoes
India,2001,266998,1083.0,43720.04,25.76,cassava
India,2001,266998,1083.0,43720.04,27.2,cassava
India,2001,266998,1083.0,43720.04,26.02,cassava
India,2001,266998,1083.0,43720.04,24.5,cassava
India,2001,266998,1083.0,43720.04,25.53,cassava
India,2001,266998,1083.0,43720.04,25.95,cassava
India,2001,266998,1083.0,43720.04,25.86,cassava
India,2001,266998,1083.0,43720.04,26.52,cassava
India,2001,266998,1083.0,43720.04,27.56,cassava
India,2001,266998,1083.0,43720.04,25.59,cassava
India,2001,266998,1083.0,43720.04,26.02,cassava
India,2001,266998,1083.0,43720.04,25.33,cassava
India,2001,266998,1083.0,43720.04,24.5,cassava
India,2001,266998,1083.0,43720.04,26.32,cassava
India,2001,266998,1083.0,43720.04,25.86,cassava
India,2001,266998,1083.0,43720.04,25.82,cassava
India,2001,266998,1083.0,43720.04,25.34,cassava
India,2001,266998,1083.0,43720.04,26.91,cassava
India,2001,266998,1083.0,43720.04,24.76,cassava
India,2001,266998,1083.0,43720.04,26.9,cassava
India,2001,266998,1083.0,43720.04,26.9,cassava
India,2001,266998,1083.0,43720.04,25.92,cassava
India,2001,183627,1083.0,43720.04,25.76,potatoes
India,2001,183627,1083.0,43720.04,27.2,potatoes
India,2001,183627,1083.0,43720.04,26.02,potatoes
India,2001,183627,1083.0,43720.04,24.5,potatoes
India,2001,183627,1083.0,43720.04,25.53,potatoes
India,2001,183627,1083.0,43720.04,25.95,potatoes
India,2001,183627,1083.0,43720.04,25.86,potatoes
