Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
16925,Japan,Sweet potatoes,2008,248403,1668.0,58750.0,15.57,sweet potatoes
16926,Japan,Sweet potatoes,2008,248403,1668.0,58750.0,13.31,sweet potatoes
16933,Japan,Yams,2008,225093,1668.0,58750.0,15.96,yams
16934,Japan,Yams,2008,225093,1668.0,58750.0,13.31,yams
16935,Japan,Yams,2008,225093,1668.0,58750.0,15.98,yams
16936,Japan,Yams,2008,225093,1668.0,58750.0,15.55,yams
16937,Japan,Yams,2008,225093,1668.0,58750.0,15.57,yams
16938,Japan,Yams,2008,225093,1668.0,58750.0,13.31,yams
16945,Japan,Potatoes,2009,295909,1668.0,60970.8,15.93,potatoes
16946,Japan,Potatoes,2009,295909,1668.0,60970.8,13.55,potatoes
16947,Japan,Potatoes,2009,295909,1668.0,60970.8,16.02,potatoes
16948,Japan,Potatoes,2009,295909,1668.0,60970.8,15.61,potatoes
16949,Japan,Potatoes,2009,295909,1668.0,60970.8,15.67,potatoes
16950,Japan,Potatoes,2009,295909,1668.0,60970.8,13.55,potatoes
16957,Japan,Soybeans,2009,15812,1668.0,60970.8,15.93,soybeans
16958,Japan,Soybeans,2009,15812,1668.0,60970.8,13.55,soybeans
16959,Japan,Soybeans,2009,15812,1668.0,60970.8,16.02,soybeans
16960,Japan,Soybeans,2009,15812,1668.0,60970.8,15.61,soybeans
16961,Japan,Soybeans,2009,15812,1668.0,60970.8,15.67,soybeans
16962,Japan,Soybeans,2009,15812,1668.0,60970.8,13.55,soybeans
16963,Japan,Sweet potatoes,2009,253333,1668.0,60970.8,15.93,sweet potatoes
16964,Japan,Sweet potatoes,2009,253333,1668.0,60970.8,13.55,sweet potatoes
16965,Japan,Sweet potatoes,2009,253333,1668.0,60970.8,16.02,sweet potatoes
16966,Japan,Sweet potatoes,2009,253333,1668.0,60970.8,15.61,sweet potatoes
16967,Japan,Sweet potatoes,2009,253333,1668.0,60970.8,15.67,sweet potatoes
16968,Japan,Sweet potatoes,2009,253333,1668.0,60970.8,13.55,sweet potatoes
16975,Japan,Yams,2009,211519,1668.0,60970.8,15.93,yams
16976,Japan,Yams,2009,211519,1668.0,60970.8,13.55,yams
16977,Japan,Yams,2009,211519,1668.0,60970.8,16.02,yams
16978,Japan,Yams,2009,211519,1668.0,60970.8,15.61,yams
16979,Japan,Yams,2009,211519,1668.0,60970.8,15.67,yams
16980,Japan,Yams,2009,211519,1668.0,60970.8,13.55,yams
16987,Japan,Potatoes,2010,277576,1668.0,55576.0,16.12,potatoes
16988,Japan,Potatoes,2010,277576,1668.0,55576.0,13.82,potatoes
16989,Japan,Potatoes,2010,277576,1668.0,55576.0,16.01,potatoes
16990,Japan,Potatoes,2010,277576,1668.0,55576.0,15.8,potatoes
16991,Japan,Potatoes,2010,277576,1668.0,55576.0,15.87,potatoes
16992,Japan,Potatoes,2010,277576,1668.0,55576.0,13.82,potatoes
16999,Japan,Soybeans,2010,16158,1668.0,55576.0,16.12,soybeans
17000,Japan,Soybeans,2010,16158,1668.0,55576.0,13.82,soybeans
17001,Japan,Soybeans,2010,16158,1668.0,55576.0,16.01,soybeans
17002,Japan,Soybeans,2010,16158,1668.0,55576.0,15.8,soybeans
17003,Japan,Soybeans,2010,16158,1668.0,55576.0,15.87,soybeans
17004,Japan,Soybeans,2010,16158,1668.0,55576.0,13.82,soybeans
17005,Japan,Sweet potatoes,2010,217531,1668.0,55576.0,16.12,sweet potatoes
17006,Japan,Sweet potatoes,2010,217531,1668.0,55576.0,13.82,sweet potatoes
17007,Japan,Sweet potatoes,2010,217531,1668.0,55576.0,16.01,sweet potatoes
17008,Japan,Sweet potatoes,2010,217531,1668.0,55576.0,15.8,sweet potatoes
17009,Japan,Sweet potatoes,2010,217531,1668.0,55576.0,15.87,sweet potatoes
17010,Japan,Sweet potatoes,2010,217531,1668.0,55576.0,13.82,sweet potatoes
17017,Japan,Yams,2010,226963,1668.0,55576.0,16.12,yams
17018,Japan,Yams,2010,226963,1668.0,55576.0,13.82,yams
17019,Japan,Yams,2010,226963,1668.0,55576.0,16.01,yams
17020,Japan,Yams,2010,226963,1668.0,55576.0,15.8,yams
17021,Japan,Yams,2010,226963,1668.0,55576.0,15.87,yams
17022,Japan,Yams,2010,226963,1668.0,55576.0,13.82,yams
17029,Japan,Potatoes,2011,294691,1668.0,51796.3,15.71,potatoes
17030,Japan,Potatoes,2011,294691,1668.0,51796.3,13.32,potatoes
17031,Japan,Potatoes,2011,294691,1668.0,51796.3,15.62,potatoes
17032,Japan,Potatoes,2011,294691,1668.0,51796.3,15.38,potatoes
17033,Japan,Potatoes,2011,294691,1668.0,51796.3,15.43,potatoes
17034,Japan,Potatoes,2011,294691,1668.0,51796.3,13.32,potatoes
17041,Japan,Soybeans,2011,16006,1668.0,51796.3,15.71,soybeans
17042,Japan,Soybeans,2011,16006,1668.0,51796.3,13.32,soybeans
17043,Japan,Soybeans,2011,16006,1668.0,51796.3,15.62,soybeans
17044,Japan,Soybeans,2011,16006,1668.0,51796.3,15.38,soybeans
17045,Japan,Soybeans,2011,16006,1668.0,51796.3,15.43,soybeans
17046,Japan,Soybeans,2011,16006,1668.0,51796.3,13.32,soybeans
17047,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.71,sweet potatoes
17048,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,13.32,sweet potatoes
17049,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.62,sweet potatoes
17050,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.38,sweet potatoes
17051,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.43,sweet potatoes
17052,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,13.32,sweet potatoes
17059,Japan,Yams,2011,220905,1668.0,51796.3,15.71,yams
17060,Japan,Yams,2011,220905,1668.0,51796.3,13.32,yams
17061,Japan,Yams,2011,220905,1668.0,51796.3,15.62,yams
17062,Japan,Yams,2011,220905,1668.0,51796.3,15.38,yams
17063,Japan,Yams,2011,220905,1668.0,51796.3,15.43,yams
17064,Japan,Yams,2011,220905,1668.0,51796.3,13.32,yams
17071,Japan,Potatoes,2012,307882,1668.0,54716.4,15.53,potatoes
17072,Japan,Potatoes,2012,307882,1668.0,54716.4,13.11,potatoes
17073,Japan,Potatoes,2012,307882,1668.0,54716.4,15.54,potatoes
17074,Japan,Potatoes,2012,307882,1668.0,54716.4,15.14,potatoes
17075,Japan,Potatoes,2012,307882,1668.0,54716.4,15.21,potatoes
17076,Japan,Potatoes,2012,307882,1668.0,54716.4,13.11,potatoes
17083,Japan,Soybeans,2012,17994,1668.0,54716.4,15.53,soybeans
17084,Japan,Soybeans,2012,17994,1668.0,54716.4,13.11,soybeans
17085,Japan,Soybeans,2012,17994,1668.0,54716.4,15.54,soybeans
17086,Japan,Soybeans,2012,17994,1668.0,54716.4,15.14,soybeans
17087,Japan,Soybeans,2012,17994,1668.0,54716.4,15.21,soybeans
17088,Japan,Soybeans,2012,17994,1668.0,54716.4,13.11,soybeans
17089,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.53,sweet potatoes
17090,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,13.11,sweet potatoes
17091,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.54,sweet potatoes
17092,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.14,sweet potatoes
17093,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.21,sweet potatoes
17094,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,13.11,sweet potatoes
17101,Japan,Yams,2012,222059,1668.0,54716.4,15.53,yams
17102,Japan,Yams,2012,222059,1668.0,54716.4,13.11,yams
17103,Japan,Yams,2012,222059,1668.0,54716.4,15.54,yams
17104,Japan,Yams,2012,222059,1668.0,54716.4,15.14,yams
17105,Japan,Yams,2012,222059,1668.0,54716.4,15.21,yams
17106,Japan,Yams,2012,222059,1668.0,54716.4,13.11,yams
17113,Japan,Potatoes,2013,302133,1668.0,52794.3,16.54,potatoes
17114,Japan,Potatoes,2013,302133,1668.0,52794.3,13.91,potatoes
17115,Japan,Potatoes,2013,302133,1668.0,52794.3,16.3,potatoes
17116,Japan,Potatoes,2013,302133,1668.0,52794.3,16.0,potatoes
17117,Japan,Potatoes,2013,302133,1668.0,52794.3,16.02,potatoes
17118,Japan,Potatoes,2013,302133,1668.0,52794.3,13.91,potatoes
17125,Japan,Soybeans,2013,15520,1668.0,52794.3,16.54,soybeans
17126,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91,soybeans
17127,Japan,Soybeans,2013,15520,1668.0,52794.3,16.3,soybeans
17128,Japan,Soybeans,2013,15520,1668.0,52794.3,16.0,soybeans
17129,Japan,Soybeans,2013,15520,1668.0,52794.3,16.02,soybeans
17130,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91,soybeans
17131,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.54,sweet potatoes
17132,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,13.91,sweet potatoes
17133,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.3,sweet potatoes
17134,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.0,sweet potatoes
17135,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.02,sweet potatoes
17136,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,13.91,sweet potatoes
17143,Japan,Yams,2013,217415,1668.0,52794.3,16.54,yams
17144,Japan,Yams,2013,217415,1668.0,52794.3,13.91,yams
17145,Japan,Yams,2013,217415,1668.0,52794.3,16.3,yams
17146,Japan,Yams,2013,217415,1668.0,52794.3,16.0,yams
17147,Japan,Yams,2013,217415,1668.0,52794.3,16.02,yams
17148,Japan,Yams,2013,217415,1668.0,52794.3,13.91,yams
17151,Kazakhstan,Potatoes,1992,105923,250.0,17182.0,6.2,potatoes
17152,Kazakhstan,Potatoes,1992,105923,250.0,17182.0,2.78,potatoes
17157,Kazakhstan,Soybeans,1992,11919,250.0,17182.0,6.2,soybeans
17158,Kazakhstan,Soybeans,1992,11919,250.0,17182.0,2.78,soybeans
17163,Kazakhstan,Potatoes,1993,96200,250.0,17182.0,5.51,potatoes
17164,Kazakhstan,Potatoes,1993,96200,250.0,17182.0,1.63,potatoes
17169,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,5.51,soybeans
17170,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,1.63,soybeans
17175,Kazakhstan,Potatoes,1994,95739,250.0,17182.0,6.04,potatoes
17176,Kazakhstan,Potatoes,1994,95739,250.0,17182.0,3.12,potatoes
17181,Kazakhstan,Soybeans,1994,9667,250.0,17182.0,6.04,soybeans
17182,Kazakhstan,Soybeans,1994,9667,250.0,17182.0,3.12,soybeans
17187,Kazakhstan,Potatoes,1995,84589,250.0,13535.0,6.53,potatoes
17188,Kazakhstan,Potatoes,1995,84589,250.0,13535.0,4.33,potatoes
17193,Kazakhstan,Soybeans,1995,8845,250.0,13535.0,6.53,soybeans
17194,Kazakhstan,Soybeans,1995,8845,250.0,13535.0,4.33,soybeans
17199,Kazakhstan,Potatoes,1996,88347,250.0,13047.0,5.98,potatoes
17200,Kazakhstan,Potatoes,1996,88347,250.0,13047.0,1.61,potatoes
17205,Kazakhstan,Soybeans,1996,8437,250.0,13047.0,5.98,soybeans
17206,Kazakhstan,Soybeans,1996,8437,250.0,13047.0,1.61,soybeans
17211,Kazakhstan,Potatoes,1997,84078,250.0,8112.0,7.53,potatoes
17212,Kazakhstan,Potatoes,1997,84078,250.0,8112.0,4.52,potatoes
17217,Kazakhstan,Soybeans,1997,10445,250.0,8112.0,7.53,soybeans
17218,Kazakhstan,Soybeans,1997,10445,250.0,8112.0,4.52,soybeans
17223,Kazakhstan,Potatoes,1998,76679,250.0,6416.14,6.94,potatoes
17224,Kazakhstan,Potatoes,1998,76679,250.0,6416.14,3.25,potatoes
17229,Kazakhstan,Soybeans,1998,13359,250.0,6416.14,6.94,soybeans
17230,Kazakhstan,Soybeans,1998,13359,250.0,6416.14,3.25,soybeans
17235,Kazakhstan,Potatoes,1999,107532,250.0,4720.28,7.09,potatoes
17236,Kazakhstan,Potatoes,1999,107532,250.0,4720.28,3.73,potatoes
17241,Kazakhstan,Soybeans,1999,13000,250.0,4720.28,7.09,soybeans
17242,Kazakhstan,Soybeans,1999,13000,250.0,4720.28,3.73,soybeans
17247,Kazakhstan,Potatoes,2000,106383,250.0,3024.42,7.26,potatoes
17248,Kazakhstan,Potatoes,2000,106383,250.0,3024.42,3.23,potatoes
17253,Kazakhstan,Soybeans,2000,11343,250.0,3024.42,7.26,soybeans
17254,Kazakhstan,Soybeans,2000,11343,250.0,3024.42,3.23,soybeans
17259,Kazakhstan,Potatoes,2001,132897,250.0,3007.26,7.23,potatoes
17260,Kazakhstan,Potatoes,2001,132897,250.0,3007.26,3.85,potatoes
17265,Kazakhstan,Soybeans,2001,13561,250.0,3007.26,7.23,soybeans
17266,Kazakhstan,Soybeans,2001,13561,250.0,3007.26,3.85,soybeans
17271,Kazakhstan,Potatoes,2002,139278,250.0,3361.84,7.4,potatoes
17272,Kazakhstan,Potatoes,2002,139278,250.0,3361.84,4.77,potatoes
17277,Kazakhstan,Soybeans,2002,14955,250.0,3361.84,7.4,soybeans
17278,Kazakhstan,Soybeans,2002,14955,250.0,3361.84,4.77,soybeans
17283,Kazakhstan,Potatoes,2004,134485,250.0,3802.92,7.52,potatoes
17284,Kazakhstan,Potatoes,2004,134485,250.0,3802.92,4.18,potatoes
17289,Kazakhstan,Soybeans,2004,14630,250.0,3802.92,7.52,soybeans
17290,Kazakhstan,Soybeans,2004,14630,250.0,3802.92,4.18,soybeans
17295,Kazakhstan,Potatoes,2005,150135,250.0,3666.62,7.07,potatoes
17296,Kazakhstan,Potatoes,2005,150135,250.0,3666.62,4.0,potatoes
17301,Kazakhstan,Soybeans,2005,16438,250.0,3666.62,7.07,soybeans
17302,Kazakhstan,Soybeans,2005,16438,250.0,3666.62,4.0,soybeans
17307,Kazakhstan,Potatoes,2006,153851,250.0,3926.27,7.65,potatoes
17308,Kazakhstan,Potatoes,2006,153851,250.0,3926.27,3.88,potatoes
17313,Kazakhstan,Soybeans,2006,16578,250.0,3926.27,7.65,soybeans
17314,Kazakhstan,Soybeans,2006,16578,250.0,3926.27,3.88,soybeans
17319,Kazakhstan,Potatoes,2007,155792,250.0,5575.89,7.78,potatoes
17320,Kazakhstan,Potatoes,2007,155792,250.0,5575.89,4.14,potatoes
17325,Kazakhstan,Soybeans,2007,16959,250.0,5575.89,7.78,soybeans
17326,Kazakhstan,Soybeans,2007,16959,250.0,5575.89,4.14,soybeans
17331,Kazakhstan,Potatoes,2008,144356,250.0,7044.9,7.25,potatoes
17332,Kazakhstan,Potatoes,2008,144356,250.0,7044.9,4.19,potatoes
17337,Kazakhstan,Soybeans,2008,17326,250.0,7044.9,7.25,soybeans
17338,Kazakhstan,Soybeans,2008,17326,250.0,7044.9,4.19,soybeans
17343,Kazakhstan,Potatoes,2009,162092,250.0,8716.14,6.77,potatoes
17344,Kazakhstan,Potatoes,2009,162092,250.0,8716.14,3.03,potatoes
17349,Kazakhstan,Soybeans,2009,18002,250.0,8716.14,6.77,soybeans
17350,Kazakhstan,Soybeans,2009,18002,250.0,8716.14,3.03,soybeans
17355,Kazakhstan,Potatoes,2010,143194,250.0,6283.85,6.96,potatoes
17356,Kazakhstan,Potatoes,2010,143194,250.0,6283.85,2.95,potatoes
17361,Kazakhstan,Soybeans,2010,18489,250.0,6283.85,6.96,soybeans
17362,Kazakhstan,Soybeans,2010,18489,250.0,6283.85,2.95,soybeans
17367,Kazakhstan,Potatoes,2011,167176,250.0,10656.6,6.54,potatoes
17368,Kazakhstan,Potatoes,2011,167176,250.0,10656.6,2.67,potatoes
17373,Kazakhstan,Soybeans,2011,19001,250.0,10656.6,6.54,soybeans
17374,Kazakhstan,Soybeans,2011,19001,250.0,10656.6,2.67,soybeans
17379,Kazakhstan,Potatoes,2012,165927,250.0,8674.58,6.07,potatoes
17380,Kazakhstan,Potatoes,2012,165927,250.0,8674.58,2.5,potatoes
17385,Kazakhstan,Soybeans,2012,20128,250.0,8674.58,6.07,soybeans
17386,Kazakhstan,Soybeans,2012,20128,250.0,8674.58,2.5,soybeans
17391,Kazakhstan,Potatoes,2013,181522,250.0,8738.38,8.71,potatoes
17392,Kazakhstan,Potatoes,2013,181522,250.0,8738.38,5.49,potatoes
17397,Kazakhstan,Soybeans,2013,19727,250.0,8738.38,8.71,soybeans
17398,Kazakhstan,Soybeans,2013,19727,250.0,8738.38,5.49,soybeans
17401,Kenya,Cassava,1990,108498,630.0,3469.0,15.94,cassava
17403,Kenya,Plantains and others,1990,125000,630.0,3469.0,15.94,plantains and others
17404,Kenya,Potatoes,1990,88655,630.0,3469.0,15.94,potatoes
17407,Kenya,Soybeans,1990,8000,630.0,3469.0,15.94,soybeans
17408,Kenya,Sweet potatoes,1990,99153,630.0,3469.0,15.94,sweet potatoes
17410,Kenya,Yams,1990,88356,630.0,3469.0,15.94,yams
17411,Kenya,Cassava,1991,100000,630.0,3469.0,16.26,cassava
17413,Kenya,Plantains and others,1991,125000,630.0,3469.0,16.26,plantains and others
17414,Kenya,Potatoes,1991,113356,630.0,3469.0,16.26,potatoes
17417,Kenya,Soybeans,1991,8037,630.0,3469.0,16.26,soybeans
17418,Kenya,Sweet potatoes,1991,109373,630.0,3469.0,16.26,sweet potatoes
17420,Kenya,Yams,1991,80000,630.0,3469.0,16.26,yams
17421,Kenya,Cassava,1992,102462,630.0,3469.0,16.34,cassava
17423,Kenya,Plantains and others,1992,125000,630.0,3469.0,16.34,plantains and others
17424,Kenya,Potatoes,1992,92975,630.0,3469.0,16.34,potatoes
17427,Kenya,Soybeans,1992,8059,630.0,3469.0,16.34,soybeans
17428,Kenya,Sweet potatoes,1992,67531,630.0,3469.0,16.34,sweet potatoes
17430,Kenya,Yams,1992,74707,630.0,3469.0,16.34,yams
17431,Kenya,Cassava,1993,102936,630.0,3469.0,16.36,cassava
17433,Kenya,Plantains and others,1993,123529,630.0,3469.0,16.36,plantains and others
17434,Kenya,Potatoes,1993,117490,630.0,3469.0,16.36,potatoes
17437,Kenya,Soybeans,1993,8081,630.0,3469.0,16.36,soybeans
17438,Kenya,Sweet potatoes,1993,96271,630.0,3469.0,16.36,sweet potatoes
17440,Kenya,Yams,1993,67487,630.0,3469.0,16.36,yams
17441,Kenya,Cassava,1994,91297,630.0,3469.0,16.58,cassava
17443,Kenya,Plantains and others,1994,125000,630.0,3469.0,16.58,plantains and others
17444,Kenya,Potatoes,1994,97108,630.0,3469.0,16.58,potatoes
17447,Kenya,Soybeans,1994,8104,630.0,3469.0,16.58,soybeans
17448,Kenya,Sweet potatoes,1994,104396,630.0,3469.0,16.58,sweet potatoes
17450,Kenya,Yams,1994,74000,630.0,3469.0,16.58,yams
17451,Kenya,Cassava,1995,95560,630.0,4607.0,16.52,cassava
17453,Kenya,Plantains and others,1995,125000,630.0,4607.0,16.52,plantains and others
17454,Kenya,Potatoes,1995,96575,630.0,4607.0,16.52,potatoes
17457,Kenya,Soybeans,1995,8128,630.0,4607.0,16.52,soybeans
17458,Kenya,Sweet potatoes,1995,100712,630.0,4607.0,16.52,sweet potatoes
17460,Kenya,Yams,1995,69832,630.0,4607.0,16.52,yams
17461,Kenya,Cassava,1996,111344,630.0,6344.0,16.44,cassava
17463,Kenya,Plantains and others,1996,123077,630.0,6344.0,16.44,plantains and others
17464,Kenya,Potatoes,1996,75918,630.0,6344.0,16.44,potatoes
17467,Kenya,Soybeans,1996,8153,630.0,6344.0,16.44,soybeans
17468,Kenya,Sweet potatoes,1996,79880,630.0,6344.0,16.44,sweet potatoes
17470,Kenya,Yams,1996,59748,630.0,6344.0,16.44,yams
17471,Kenya,Cassava,1997,94938,630.0,5172.0,16.77,cassava
17473,Kenya,Plantains and others,1997,122727,630.0,5172.0,16.77,plantains and others
17474,Kenya,Potatoes,1997,70425,630.0,5172.0,16.77,potatoes
17477,Kenya,Soybeans,1997,8178,630.0,5172.0,16.77,soybeans
17478,Kenya,Sweet potatoes,1997,111359,630.0,5172.0,16.77,sweet potatoes
17480,Kenya,Yams,1997,57179,630.0,5172.0,16.77,yams
17481,Kenya,Cassava,1998,80569,630.0,4114.0,16.53,cassava
17483,Kenya,Plantains and others,1998,126087,630.0,4114.0,16.53,plantains and others
17484,Kenya,Potatoes,1998,75177,630.0,4114.0,16.53,potatoes
17487,Kenya,Soybeans,1998,8204,630.0,4114.0,16.53,soybeans
17488,Kenya,Sweet potatoes,1998,80590,630.0,4114.0,16.53,sweet potatoes
17490,Kenya,Yams,1998,48926,630.0,4114.0,16.53,yams
17491,Kenya,Cassava,1999,102106,630.0,3056.0,16.7,cassava
17493,Kenya,Plantains and others,1999,127273,630.0,3056.0,16.7,plantains and others
17494,Kenya,Potatoes,1999,91410,630.0,3056.0,16.7,potatoes
17497,Kenya,Soybeans,1999,8228,630.0,3056.0,16.7,soybeans
17498,Kenya,Sweet potatoes,1999,105824,630.0,3056.0,16.7,sweet potatoes
17500,Kenya,Yams,1999,92318,630.0,3056.0,16.7,yams
17501,Kenya,Cassava,2000,69454,630.0,1998.0,16.73,cassava
17503,Kenya,Plantains and others,2000,128571,630.0,1998.0,16.73,plantains and others
17504,Kenya,Potatoes,2000,61770,630.0,1998.0,16.73,potatoes
17507,Kenya,Soybeans,2000,8603,630.0,1998.0,16.73,soybeans
17508,Kenya,Sweet potatoes,2000,88375,630.0,1998.0,16.73,sweet potatoes
17510,Kenya,Yams,2000,55641,630.0,1998.0,16.73,yams
17511,Kenya,Cassava,2001,77681,630.0,1578.0,16.1,cassava
17513,Kenya,Plantains and others,2001,121739,630.0,1578.0,16.1,plantains and others
17514,Kenya,Potatoes,2001,91596,630.0,1578.0,16.1,potatoes
17517,Kenya,Soybeans,2001,8608,630.0,1578.0,16.1,soybeans
17518,Kenya,Sweet potatoes,2001,90000,630.0,1578.0,16.1,sweet potatoes
17520,Kenya,Yams,2001,78980,630.0,1578.0,16.1,yams
17521,Kenya,Cassava,2002,73441,630.0,1578.0,16.61,cassava
17523,Kenya,Plantains and others,2002,121739,630.0,1578.0,16.61,plantains and others
17524,Kenya,Potatoes,2002,77113,630.0,1578.0,16.61,potatoes
17527,Kenya,Soybeans,2002,8611,630.0,1578.0,16.61,soybeans
17528,Kenya,Sweet potatoes,2002,85000,630.0,1578.0,16.61,sweet potatoes
17530,Kenya,Yams,2002,54886,630.0,1578.0,16.61,yams
17531,Kenya,Cassava,2004,111000,630.0,1578.0,16.92,cassava
17533,Kenya,Plantains and others,2004,123810,630.0,1578.0,16.92,plantains and others
17534,Kenya,Potatoes,2004,84401,630.0,1578.0,16.92,potatoes
17537,Kenya,Soybeans,2004,8607,630.0,1578.0,16.92,soybeans
17538,Kenya,Sweet potatoes,2004,94116,630.0,1578.0,16.92,sweet potatoes
17540,Kenya,Yams,2004,83525,630.0,1578.0,16.92,yams
17541,Kenya,Cassava,2005,91009,630.0,1578.0,17.28,cassava
17543,Kenya,Plantains and others,2005,123810,630.0,1578.0,17.28,plantains and others
17544,Kenya,Potatoes,2005,200000,630.0,1578.0,17.28,potatoes
17547,Kenya,Soybeans,2005,8591,630.0,1578.0,17.28,soybeans
17548,Kenya,Sweet potatoes,2005,109577,630.0,1578.0,17.28,sweet potatoes
17550,Kenya,Yams,2005,86683,630.0,1578.0,17.28,yams
17551,Kenya,Cassava,2006,95856,630.0,1578.0,16.92,cassava
17553,Kenya,Plantains and others,2006,121739,630.0,1578.0,16.92,plantains and others
17554,Kenya,Potatoes,2006,200000,630.0,1578.0,16.92,potatoes
17557,Kenya,Soybeans,2006,8265,630.0,1578.0,16.92,soybeans
17558,Kenya,Sweet potatoes,2006,96701,630.0,1578.0,16.92,sweet potatoes
17560,Kenya,Yams,2006,95024,630.0,1578.0,16.92,yams
17561,Kenya,Cassava,2007,74185,630.0,1578.0,16.6,cassava
17563,Kenya,Plantains and others,2007,123810,630.0,1578.0,16.6,plantains and others
17564,Kenya,Potatoes,2007,200000,630.0,1578.0,16.6,potatoes
17567,Kenya,Soybeans,2007,8400,630.0,1578.0,16.6,soybeans
17568,Kenya,Sweet potatoes,2007,132796,630.0,1578.0,16.6,sweet potatoes
17570,Kenya,Yams,2007,74649,630.0,1578.0,16.6,yams
17571,Kenya,Cassava,2008,137358,630.0,1578.0,16.66,cassava
17573,Kenya,Plantains and others,2008,124000,630.0,1578.0,16.66,plantains and others
17574,Kenya,Potatoes,2008,214815,630.0,1578.0,16.66,potatoes
17577,Kenya,Soybeans,2008,8160,630.0,1578.0,16.66,soybeans
17578,Kenya,Sweet potatoes,2008,142515,630.0,1578.0,16.66,sweet potatoes
17580,Kenya,Yams,2008,75874,630.0,1578.0,16.66,yams
17581,Kenya,Cassava,2009,116431,630.0,1578.0,17.3,cassava
17583,Kenya,Plantains and others,2009,123077,630.0,1578.0,17.3,plantains and others
17584,Kenya,Potatoes,2009,191199,630.0,1578.0,17.3,potatoes
17587,Kenya,Soybeans,2009,7153,630.0,1578.0,17.3,soybeans
17588,Kenya,Sweet potatoes,2009,132895,630.0,1578.0,17.3,sweet potatoes
17590,Kenya,Yams,2009,45170,630.0,1578.0,17.3,yams
17591,Kenya,Cassava,2010,52521,630.0,1578.0,16.82,cassava
17593,Kenya,Plantains and others,2010,125000,630.0,1578.0,16.82,plantains and others
17594,Kenya,Potatoes,2010,224279,630.0,1578.0,16.82,potatoes
17597,Kenya,Soybeans,2010,9500,630.0,1578.0,16.82,soybeans
17598,Kenya,Sweet potatoes,2010,99739,630.0,1578.0,16.82,sweet potatoes
17600,Kenya,Yams,2010,65645,630.0,1578.0,16.82,yams
17601,Kenya,Cassava,2011,112309,630.0,1578.0,16.9,cassava
17603,Kenya,Plantains and others,2011,124000,630.0,1578.0,16.9,plantains and others
17604,Kenya,Potatoes,2011,191690,630.0,1578.0,16.9,potatoes
17607,Kenya,Soybeans,2011,12578,630.0,1578.0,16.9,soybeans
17608,Kenya,Sweet potatoes,2011,122689,630.0,1578.0,16.9,sweet potatoes
17610,Kenya,Yams,2011,91154,630.0,1578.0,16.9,yams
17611,Kenya,Cassava,2012,127273,630.0,1578.0,16.84,cassava
17613,Kenya,Plantains and others,2012,120000,630.0,1578.0,16.84,plantains and others
17614,Kenya,Potatoes,2012,203389,630.0,1578.0,16.84,potatoes
17617,Kenya,Soybeans,2012,14997,630.0,1578.0,16.84,soybeans
17618,Kenya,Sweet potatoes,2012,128346,630.0,1578.0,16.84,sweet potatoes
17620,Kenya,Yams,2012,116053,630.0,1578.0,16.84,yams
17621,Kenya,Cassava,2013,142470,630.0,1578.0,16.91,cassava
17623,Kenya,Plantains and others,2013,119231,630.0,1578.0,16.91,plantains and others
17624,Kenya,Potatoes,2013,144262,630.0,1578.0,16.91,potatoes
17627,Kenya,Soybeans,2013,12231,630.0,1578.0,16.91,soybeans
17628,Kenya,Sweet potatoes,2013,124706,630.0,1578.0,16.91,sweet potatoes
17630,Kenya,Yams,2013,135962,630.0,1578.0,16.91,yams
17631,Latvia,Potatoes,1992,120475,641.0,1005.0,6.89,potatoes
17633,Latvia,Potatoes,1993,145006,641.0,476.0,5.58,potatoes
17635,Latvia,Potatoes,1994,129963,641.0,294.0,5.87,potatoes
17637,Latvia,Potatoes,1995,114701,641.0,358.0,6.54,potatoes
17639,Latvia,Potatoes,1996,137471,641.0,361.0,4.9,potatoes
17641,Latvia,Potatoes,1997,135948,641.0,334.0,6.17,potatoes
17643,Latvia,Potatoes,1998,118044,641.0,369.0,5.95,potatoes
